nid,title,anyo_produccion,body_value
2331,"El secreto de los Andes",1998,"Diana es una niña bastante traviesa que reside con su madre en Nueva York mientras su padre, arqueólogo, busca afanosamente en un pueblo de América del Sur la mitad de un disco que, según la leyenda, puede otorgar a su poseedor la vida eterna. La muchachita desea visitar a su padre, pero tropieza con la negativa de la esposa del científico, que no desea abandonar las comodidades de la gran ciudad. Sin embargo, el sueño de Diana se convierte en realidad."
2332,"Secretos compartidos",1998,"Vicente Duarte busca asesinar a una mujer por semana al mismo tiempo que empieza a leer textos de Nietzche. En la casa, ni su mujer ni las hijas de ésta sospechan, aunque la primera comienza a notar cambios en la conducta del marido. El asesino entra en relación con un animador de fiestas infantiles, un payaso que lo estimula en el relato de fantasías de alto vuelo erótico.
"
2333,"H. G. O.",1998,"Biografía de Héctor Germán Oesterheld, autor de la célebre historieta El Eternauta, secuestrado y desaparecido bajo la última dictadura argentina. Figuran testimonios de su viuda Elsa Sánchez, el legendario dibujante de la primera versión de El Eternauta, Francisco Solano López, los dibujantes, Enrique Breccia y Rep, los guionistas Ricardo Barreiro y Guillermo Saccomanno, el escritor Mempo Giardinelli y muchos más.
"
2334,"Escrito en el agua",1997,"Manuel, un adolescente, vive en
        Buenos Aires con su familia. Tiene pocos amigos y
        se apasiona con la computadora e Internet. Sus
        padres mantienen una relación tensa y estancada. Un
        poco para sacarlo de su letrago cibernético,
        deciden que Manuel acompañe a su padre a un pueblo
        del interior del país a solucionar problemas de la
        empresa donde trabaja."
2335,"Alma mía",1999,"Alma, una repostera que recorre La Boca con su mercadería, se enamora de Leo, un arquitecto de vida ordenada y a punto de casarse."
2336,"Garage Olimpo",1999,"Durante la última dictadura militar, una detenida-desaparecida tiene una relación de amor-odio con su victimario y torturador."
2337,"El desvío",1998,"Un grupo de amigos emprenden una escapada de fin de semana largo, tomando una ruta para huir de miserias laborales y falta de oportunidades. Sucede que por el accidente de otro automóvil, quedan al costado del camino sus cuatro pasajeros muertos y un millón de dólares sin dueño dentro del auto."
2338,"El siglo del viento",1999,"Narrada con títeres, visión dramática de América Latina a lo largo del siglo XX con su constante ebullición de dictaduras, hambre, corrupción, guerras civiles, episodios heroicos y sangre derramada."
2339,Yepeto,1999,"La relación entre un viejo escritor y profesor de literatura, y un joven atleta llamado Antonio. Entre ambos una mujer, Cecilia, novia de Antonio y alumna del profesor en la Facultad. Éste parece no haber notado que la chica lo mira como a algo más que a un simple docente. Es el muchacho, en su desesperado atropello, el que viene a abrirle los ojos al rival, provocando precisamente aquello que quería evitar."
2340,"El faro",1998,"Dos hermanas de 17 y 8 años que quedan huérfanas por un accidente automovilístico se radican en un pequeño pueblo. Allí aprenden juntas a sobrevivir.
"
2341,"Crónica de un extraño",1997,"Un joven colla abandona su
        comunidad salteña para viajar a Buenos Aires y
        convertirse en boxeador, con el sueño de salir así
        de la pobreza. Su padre realiza una travesía desde
        la humildad del interior hasta la gran ciudad para
        hallar al muchacho y reclamar la devolución de sus
        tierras usurpadas muchos años atrás.
"
2342,"Ni el tiro del final",1997,"Jack Hannaway es un alcohólico que se gana la vida como escritor y también como pianista en un cabaret de Long Island. Su esposa, Vicky Rivas, lo acompaña cantando en el escenario. Cuando aparece un viejo amigo de la escuela primaria, ahora detective privado, Hannaway vislumbra la oportunidad de cobrar una gran cantidad de dinero involucrándose en una extorsión que incluye empujar a su esposa a los brazos del millonario Fred Moore para sacar unas fotos incriminatorias."
2343,Cómplices,1998,"Julio y El Polaco, en años
        lejanos, fueron amigos inseparables en su pueblo
        natal, cercano a Necochea. La vida del primero
        estaba regida por la obediencia a su madre, el
        despotismo de su tío y un estilo de honradez. El
        Polaco, en cambio, estaba más cerca de la
        marginalidad y la violencia. Julio, convertido en
        un hombre de negocios, se radica en Estados Unidos.
        El Polaco siguió su rumbo en el lugar de aquellas
        travesuras a veces muy crueles. "
2344,"Fuga de cerebros",1997,"Dos adolescentes, Fideo y Panta,
        son jóvenes ladrones que sueñan con concretar un
        viaje al país de las oportunidades, los Estados
        Unidos. Aparecerán escollos de distinto tipo, con
        el peligro como elemento común. Algunos vienen de
        afuera, como el policía que se ha ensañado con los
        ilusos protagonistas; otros, desde su propio grupo
        donde, por la fuerza de las cosas, abundan los
        caínes.
"
2345,"El mismo amor, la misma lluvia",1999,"Encuentros y desencuentros de una pareja, Jorge y Laura, en el contexto social de la Argentina de los 80, represión del gobierno militar, Guerra de Malvinas, retorno de la democracia, crisis económica y menemismo."
2346,"Asesinato a distancia",1997,"Un millonario invita a un investigador privado a pasar unas vacaciones en su estancia para que investigue el aparente suicidio de su hijo."
2347,"Che... Ernesto",1997,"Documental. Dos personas que se lanzan tras las huellas
        de Ernesto Guevara, a través de varios países
        latinoamericanos, son las voces que explican la
        historia y entrevistan a testigos de la figura del
        Che. El mayor, Envar El Kadri, es un hombre ligado
        a las luchas políticas argentinas que conoce
        profundamente la vida y el pensamiento de Ernesto
        Guevara. Su compañero, Gerardo Klein, es un joven
        de 25 años que siente curiosidad y quiere descubrir
        qué encierra esa figura enigm tica, casi
        desconocida. En ese viaje, desde Bolivia hasta
        México, Ernesto Guevara se encuentra cara a cara
        con la injusticia, el sometimiento y las grandes
        desigualdades que asolan el continente. Conocer
        esta América despertó su verdadera vocación de
        lucha por la liberación continental.
"
2348,"5 pal' peso",1998,"Film testimonial. Descripción del mundo de jóvenes
        de Ituzaingó, en el que sobreviven y pelean sin
        salir de su localidad dominada por pizzerías,
        salones de pool y casas bajas.
"
2349,"Invierno, mala vida",1997,"Valdivia, muy adicto a la bebida, siente que tiene una misión: encontrar una oveja dorada y llevarla a un enigmático personaje. Se enamora de una profesora de natación cuando ésta lo descubre tratando de robarle el auto, y la descubre infiel antes de emprender un viaje hacia ninguna parte."
2350,"Dársena Sur",1997,"Film documental. Dock Sud está a pocas cuadras de los
        despachos de los funcionarios pero allí la gente
        vive en un horizonte desolador. El río envenenado
        por la contaminación, el humo dañino de las
        chimeneas, las destilerías, potreros inundables,
        basurales, casillas precarias, hacen padecer a
        mucha gente acorralada por la miseria y olvidada
        por el resto de la comunidad.
"
2351,"La venganza",1999,"Pablo, empleado en un laboratorio medicinal, recibe de dos corruptos directores, Paterson y Correa, un ascenso a gerente que acepta y con el cual el muchacho se convierte en yuppie. Pero rápidamente pasa a la categoría de militante por los derechos de los obreros tras la muerte de su tío sindicalista a manos de matones de la patronal, denunciando encendidamente a los empresarios del rubro."
2352,"La noche del coyote",1998,"Frank Walker, apodado el Maestro del Horror y legendario realizador, convoca a actores de Argentina y otras partes del mundo para un rodaje en el desierto del Mojave. Son recibidos en su vivienda por Sofía, su asistente y colaboradora, porque Walker no aparece. Más tarde se conoce la información de que habría muerto en un accidente de aviación."
2353,"Caminos del Chaco",1998,"Documental sobre la región chaqueña que muestra el deterioro creciente de lo que fue un reservorio maravilloso, tras la tala indiscriminada de árboles y la matanza deportiva de animales que amenaza a varias especies."
2354,Manuelita,1999,"Manuelita, una tortuga nacida en Pehuajó, vive en un idílico bosque rodeada por sus padres y sus abuelos. Pero ella sueña con dejar su terruño y lanzarse al mundo a vivir alucinantes aventuras."
2355,"Sobre la tierra",1998,"Hacia 1925, llega al campo argentino un distinguido matrimonio alemán y se relacionan con los locales."
2356,"Río escondido",1999,"Con una vida cotidiana que transcurre sin sobresaltos, Ana es una esposa no demasiado apasionada, madre de un pequeño hijo y propietaria de un negocio de decoración. Ella sabe que su existencia es monótona y sin sorpresas, hasta que un día encuentra una carta que llega de un pueblo mendocino y se entera de que allí su marido tiene otra familia. Decidida a enfrentar la realidad, Ana viaja a ese escenario tranquilo y lo que descubre no es lo que esperaba sino algo que le abrirá un mundo de sorpresas y de pasión."
